name	id	max_length	max_width	island_group	body_of_water
Aunu'u	/m/0f9701				Pacific Ocean
Verblyud Island	/m/0fphccf				
Snodgrass Island	/m/0fphz1s				
Verte Island	/m/0fp_pb1				
Johnson Island	/m/0dr_xgv				
Marsh Island	/m/0dyt1s				
Mazzeo Island	/m/0fph582				
Itissaalik Island	/m/0czckkt				
Palfrey Island, Queensland	/m/0d8x5d				
Wolf Rock, Lord Howe Island	/m/0bkx14				
Mud Island	/m/0d2twd				
Norske Island	/m/0ch17lq				
Beaumont Island	/m/0dgs5q0				
Corfu	/m/0cc3d			Ionian Islands	Ionian Sea
Strongili	/m/0cqg_7			Dodecanese	Aegean Sea
Emeline Island	/m/0cp1shx			South Shetland Islands	
Washington Island	/m/0c8jkg				Lake Michigan,Great Lakes
Pulbah Island	/m/0clmyr			New South Wales	Lake Macquarie
Whale Island, Torres Strait	/m/0ddx6x			Torres Strait Islands	Torres Strait,Pacific Ocean
Banding Island	/m/0czbtq3				
Anal Island	/m/09rsjk_				
Virtle Rock	/m/09j9yp				
Malaita	/m/09q0zx			Solomon Islands	Pacific Ocean
Vakuta	/m/0bhbhfm			Trobriand Islands	
Pulau Ketam	/m/09zdmq				
Steer Island	/m/09v4p8				
Deadman's Island	/m/09hs_y				
Kuruvadweep	/m/099t3x				
Madura	/m/01946s			Greater Sunda Islands	
Goose Island	/m/025whmz				
Montecristo	/m/01nwf3			Tuscan Archipelago	
Gravelly Island	/m/0hzzwbg				Lake Michigan
Prasoura	/m/0hzc_hg				Aegean Sea
Ko Boi Yai	/m/0hz7ddg				Phang Nga Bay
Iran-nezhad Island	/m/0h_6ntk				Lake Urmia
Casimir Island	/m/0hzy6ml				Black Lake
Hidden Island	/m/0hzy9_t				Lake Wakatipu
Burkehaven Island	/m/0hzx55m				Lake Sunapee
Westhampton Island	/m/0hyqygr			Outer barrier	
Harold Freece Island	/m/0hzy7p7				Lake Mayfield
Conch Key	/m/0gvlyg			Florida Keys	
Île Paquet	/m/0hyq_7k			Magdalen Islands	
Ogliuga	/m/0hyq33m			Andreanof Islands,Aleutian Islands	
Kravia	/m/0hyprtf			Ionian Islands	
Îlet à Cabrit	/m/0hrdx1h			Îles des Saintes,Antilles,Leeward Islands,Lesser Antilles	
Banzai Rocks	/m/0hyn36v			Hawaiian Islands	
Poopoo	/m/0hyn7_c			Hawaiian Islands	
Avgo Astypalaias	/m/0hzd90g				Aegean Sea
Tragonisi	/m/0hypknc			Dodecanese	
Ngandeli	/m/0hzcv0x				Coral Sea
Hondro	/m/0hypk3l			Dodecanese	
Faradonesia	/m/0hypjxq			Dodecanese	
Fiesta Key	/m/0gvm4b			Florida Keys	
Eila Island	/m/0ch466r				
Puget Island	/m/0cjrnf				
Antimilos	/m/0cthbb			Cyclades	Aegean Sea
Lambda Island	/m/0dgs3dr			Palmer Archipelago	
Beta Island	/m/0dlj_rt				
Tammisalo	/m/0chn0p				
Stanley Island, Queensland	/m/0db6hm				
Manhattan	/m/0cc56				
Maina	/m/0d62f3				
Kharimkotan	/m/0d6q1w			Kuril Islands	Sea of Okhotsk
Runde	/m/08kgxv				
Strand	/m/08137r				
Wakasu	/m/08t671				Pacific Ocean
Ummanz	/m/07zmkz				
Osea Island	/m/06lt75				
Watkins Island	/m/07_m6f				
Fulidhoo	/m/076sx6				
Greenwich Island	/m/07__79			South Shetland Islands	
Lime Cay	/m/078fk3				
Little Seal Dog Island	/m/02z5gmn			Dog Islands,Virgin Islands	
Haaf Gruney	/m/03bzlj4				
Åsvær	/m/02td64				
Skorpios	/m/02yfh2			Ionian Islands	
Kau Sai Chau	/m/029xy5				
Hanerahu	/m/028c273				
Lohachara Island	/m/027990v				
Maly Taymyr Island	/m/02w5yh4			Severnaya Zemlya	
Aquidneck Island	/m/028gp2				Narragansett Bay
Barrallier Island	/m/026kfmm				
Greenly Island, Canada	/m/027vb00				
Oki Daitō	/m/03c4791			Ryukyu Islands	Pacific Ocean
Bald Island	/m/03ccdgc				
Sandsøya	/m/026rf9v				
Horse Block	/m/03czrp5				
Inchfad	/m/02wxb1j				Loch Lomond
Inchcolm	/m/02wzvx				Firth of Forth
Isla Espiritu Santo	/m/02pmbfv				
São Luís Island	/m/027j73c				
Bolshoy Beryozovy Island	/m/03bymvv				
Falaoigo	/m/02r_flb				
Pulau Busing	/m/027zw3q				
Lanai	/m/0133gw			Hawaiian Islands	Pacific Ocean
South China Sea Islands	/m/01jynh				
Ambon Island	/m/022cg9			Maluku Islands	
Skellig Michael	/m/01k65j				
Isola di San Michele	/m/01h9d6				
Port Island	/m/021954				Pacific Ocean
Île de la Cité	/m/01vgd5				Seine
Vestvågøy	/m/018bqf			Lofoten	
York Island	/m/0416gt1			Apostle Islands	
South East Great Dog Islet	/m/03wcfz0				
Halat al Bahrani	/m/04ldfcz				
Camp Cove Island	/m/04zytmc			Canadian Arctic Archipelago	
Davis Island	/m/04059f_				Mississippi River
South Twin Island	/m/043sdky			Canadian Arctic Archipelago	
Manono Island	/m/041vr6				Pacific Ocean
Canon Rock	/m/03jm4_				
Kamorta	/m/04cx8kj				Indian Ocean
Selbjørn	/m/03yk30j				
Monuriki	/m/03w9hwf				Pacific Ocean
Round Rock, British Virgin Islands	/m/04jbpdw			Virgin Islands	
Ynys Gifftan	/m/03wg9qx				
Saint Pierre Island	/m/04zyr8s				
Suter Island	/m/03y1y63				
Little Sisters	/m/049q5l				
Christlieger	/m/047flzs				Königssee
Bulwer Island, Queensland	/m/04zvzfp				
Simeulue	/m/04vbtz				Indian Ocean
Chavara South	/m/0hzy8__				Ashtamudi Lake
Inish Lougher	/m/0hzxl6q				Lough Erne
Roger's Island	/m/0h5kzs				
Arched Rock	/m/0hyn34l			Hawaiian Islands	Pacific Ocean
The Big Island	/m/0h_18q1				Senecaville Lake
Metallak Island	/m/0hzyfbq				Lake Umbagog
Hog Island	/m/0gn125				Narragansett Bay
Yanuya	/m/0hzcv7h				Pacific Ocean
Elk Island	/m/0h_012v				Lake Winnipeg
Mokuaia Island	/m/0hyn785			Hawaiian Islands	
Puʻukole	/m/0hyn7_v			Hawaiian Islands	
East Island	/m/0hyn757			Hawaiian Islands	
Steeple Jason Island	/m/0gx2vf				
Craig Key	/m/0gvm7s			Florida Keys	
Hall Island	/m/0hyq11n			San Juan Islands	
Brunot Island	/m/0h2gz9				
Wokam	/m/0hyqpbn			Maluku Islands,Aru Islands	
Bahia Honda Key	/m/0gtms4			Florida Keys	
Cayo Esquivel	/m/0hypqyl			Sabana-Camaguey Archipelago,Jardines del Rey,Greater Antilles,Antilles	
Trout Island	/m/0hzzw6y				Lake Michigan
Bird Island	/m/0hzy3mb				Utah Lake
Lake Ridge Island	/m/0hzxcj4				Indian Lake
Le Perouse Pinnacle	/m/0hyn76s			Hawaiian Islands	
Second Sister	/m/0hzggkz			Houtman Abrolhos	Indian Ocean
High Island	/m/0dfh6d			Torres Strait Islands	Torres Strait,Pacific Ocean
Easter Island	/m/0d_zz				Pacific Ocean
Nikunau	/m/0d6m9n			Gilbert Islands	Pacific Ocean
Scarecrow Island	/m/0dc3sh				
Amerikiwhati Island	/m/0d78_6				
Turnagain Island	/m/0dj2mg			Torres Strait Islands	Torres Strait,Pacific Ocean
Puugutaa Island	/m/0dlnkdn				
Mozia	/m/0cdpx				
Duck Island	/m/0by0x_y				
Île de Noirmoutier	/m/06sdw2				
Huivulai	/m/078b9r				
Maarandhoo	/m/076ykb				
Vandhoo	/m/076qh5				
Moldøen	/m/0f0tby				
Kitney Island	/m/0fpjbc5				
East Redonda Island	/m/0f2rq6				Pacific Ocean
Vazquez Island	/m/0fq13r0				
Monge Island	/m/0ds1_84				
Hope Island	/m/0dpwf1				
Stedet Island	/m/0fpj05t				
Girdler Island	/m/0drww3r				
Van Hulssen Island	/m/0fq350h				
Crohn Island	/m/0ds0h_8				
Deserta Grande Island	/m/0dt_8j			Desertas Islands	
Green Island (Catalina), Newfoundland	/m/0262xw4				
Anticosti Island	/m/011vxl				
Thompson Island	/m/025z150			Boston Harbor Islands	Boston Harbor
Fort Mills	/m/015gfp				
Fualefeke	/m/02r_fq3				
Herschel Island	/m/02r0lr				Beaufort Sea
Ryer Island	/m/03c161g				
Granville Island	/m/025spg				
Duck Island	/m/026ky7g				
Ap Lei Chau	/m/02njlq				
Spinnaker Island	/m/0265_53				Lake Burley Griffin
Annenkov Island	/m/02qwnxw				Pacific Ocean
Deadman's Island	/m/025xdjr				Pacific Ocean
Houtskär	/m/03bg_r				
San Juan Island	/m/02qhq1			San Juan Islands	
Mäkiluoto	/m/0275zck				
Inishnee	/m/027v_y0				
Hans Lollik Island	/m/02q59kd				
Basilaki Island	/m/02rxbb4				
Okinoshima, Munakata	/m/02rx6nh				
Souda Island	/m/027fn19				Souda Bay
Devon Island	/m/033wdh			Canadian Arctic Archipelago	Baffin Bay
Stoddart Island	/m/0270jv1				
Jussaari	/m/026zgf7				
Horse Island, Summer Isles	/m/02vy351			Inner Hebrides,British Isles	
Inexpressible Island	/m/0289nkd				
Woody Island, South China Sea	/m/0311gd				
Motumua	/m/02r_h7m				
Motupuakaka	/m/02r_gx8				
Motuloa	/m/03_y6r				
Daru	/m/060__l				
Stolbovoy Island	/m/05j8pj				
Clarence Island	/m/05cb8x			South Shetland Islands	
Shaqari Island	/m/05h4_mc				
Boon Island	/m/05t542				
Fort Denison, New South Wales	/m/05w66l			New South Wales	
Prvić	/m/0glj34				Adriatic Sea
Azin Island	/m/0h_6nr6				Lake Urmia
Yunaska Island	/m/0h7v_b			Aleutian Islands,Islands of Four Mountains	
Kameh Island	/m/0h_6nvp				Lake Urmia
Nadid Island	/m/0h_6nx2				Lake Urmia
Ragged Keys	/m/0g_hx_			Florida Keys	
Seavey Island	/m/0ghzpx				
Ryer Island	/m/080pt3t				Suisun Bay
Long Island, Bermuda	/m/08y1fw				
Wailagi Lala	/m/0920nt				
Astola	/m/0bn53t				
Caprera	/m/0b3s0				
Strawberry Island	/m/0b75908				Lake Simcoe
Maud Island	/m/09nyjw				
Charron Island	/m/0bmcfrt				
Pleasant Island	/m/025vyft				
Tranøy	/m/018b_6				
Herring Island	/m/026gsgx				Yarra River
Toronto Islands	/m/018dtx				Lake Ontario
Darß	/m/011wy5				
Grand Manan Island	/m/0194vj				
Museum Island	/m/01k4bv				
No Name Key	/m/08zzck			Florida Keys	
Warbah Island	/m/09mw7f				Persian Gulf
Breaker Reef	/m/09bqmm				
Southern Sporades	/m/09ddch				
Bodgaya Island	/m/0b76vjq				
Aranuka	/m/098djm			Gilbert Islands	Pacific Ocean
Vuaqava	/m/0920kq				
Fort Drum	/m/0b_n13				Manila Bay
Spine Island	/m/0fpk2wz				
Cronenwett Island	/m/0ds4hvy			Andreanof Islands,Aleutian Islands	
Snubbin Island	/m/0fphdb6				
Kiy Island	/m/0fyfds				White Sea
Houle Island	/m/0fq2s2g				
Thorgaut Island	/m/0fp_v5m				
Utö, Sweden	/m/0fjzj8				
Burtis Island	/m/0dsc3hq				
Dugi Otok	/m/08ygtm				Adriatic Sea
Duke of York Island, Antarctica	/m/082290				
Ford Island	/m/08m657			Windmill Islands	
Laucala	/m/08x458			Vanua Levu Group	Pacific Ocean
Suwarrow	/m/045m9k				Pacific Ocean
Motutapu Island	/m/04hy4d				
Sagchudak Island	/m/04n1ky2			Aleutian Islands,Andreanof Islands	
Judgement Rocks	/m/03nvp40				
Nisyros	/m/03mscj			Dodecanese	Aegean Sea
Island I Vow	/m/04n25wf				
Fotö	/m/04071rw			Öckerö Kommun,Gothenburg Archipelago	
Qara Su	/m/047tpcq				Caspian Sea
Visscher Island	/m/04mxdwn				
Indicator Island	/m/03y36dw				
Long Beach Island	/m/03njt_				Atlantic Ocean
Bruhnsøya	/m/047q9cl				
Île Saint-Paul	/m/04qw21				
Helgö	/m/0145xy				
Stephens Island	/m/025wwf3				
English Island, Isles of Scilly	/m/012z8n				
Kastelorizo	/m/01nhxb			Dodecanese	Aegean Sea
Benn's Island	/m/051zgf9				
Russell Island	/m/056_28				
Jekyll Island	/m/05flx2			The Golden Isles of Georgia	
Quinta Grande	/m/05s39d				
Tiber Island	/m/05rc66				Tiber
Tärnö	/m/05f6fyr				
Imilijjuaq Island	/m/051y4gq			Canadian Arctic Archipelago	
St. Paul Island, Nova Scotia	/m/05q2zs				
Onitkok Island	/m/05p3t04			Canadian Arctic Archipelago	
Padloping Island	/m/05f39y6			Canadian Arctic Archipelago	
Karaitivu	/m/055qvct				Indian Ocean
Eglinton Island	/m/056k4n			Canadian Arctic Archipelago	
San Miguel Island	/m/025rwl			Channel Islands of California	
Giske	/m/0188tk				
Lamma Island	/m/0180rz				
Carnac Island	/m/024k4w				
Mainau	/m/01776p				Lake Constance
Saltholm	/m/01sl9c				
Ustica	/m/01fc8y				Tyrrhenian Sea
Kos	/m/01kv_0			Dodecanese	Aegean Sea
Saint Martin (Island)	/m/011hvn	13.4	15.8	Lesser Antilles,Leeward Antilles,Leeward Islands,Antilles	Caribbean Sea
Santa Cruz Island	/m/025rs2			Channel Islands of California	
Okushiri Island	/m/02rw207				Pacific Ocean,Sea of Japan
Balambangan Island	/m/02prqm2				
Skua Island	/m/02r43b_				
Kotlin Island	/m/039czz				Baltic Sea
Hertsön	/m/0286430				
Duiker Island	/m/026mqpk				
Île Howe	/m/02qyyn0				Indian Ocean
Desborough Island	/m/02q56lj				
Teressa	/m/02rt7f0			Nicobar Islands	Andaman Sea,Indian Ocean
South Talpatti Island	/m/02qlj70				
Eilean nan Ròn	/m/02qt77f				
Burray	/m/02g2p7			British Isles,Orkney Islands	
Amsler Island	/m/03cmp_s				
Rastorguyev Island	/m/03cx9sj				Kara Sea
Fur	/m/060g34				
Redang Island	/m/05s64q				
Agersø	/m/062965				
Poveglia	/m/05tl75				
Temwen Island	/m/057526c				
Big Island, Nunavut	/m/056m04				
Anuta	/m/05f2k7			Solomon Islands	
Bramble Cay	/m/05b3dry			Torres Strait Islands	Torres Strait,Pacific Ocean
Ō Island	/m/05237dt				Sea of Japan
Croker Island	/m/05z2bm				
Dellis Cay	/m/05f9hf7				
Santa Luzia	/m/05j51l			Barlavento,Cape Verde	Atlantic Ocean
Sunset Key	/m/06dh7w			Florida Keys	
Rörö	/m/05zl9k9			Gothenburg Archipelago	
Kaikoura Island	/m/06111p				
Leipsoi	/m/05jfsy			Dodecanese	Aegean Sea
Källö-Knippla	/m/05zyb40			Gothenburg Archipelago	
Garrett Island	/m/05f5mz4			Canadian Arctic Archipelago	
Jegindø	/m/060g4x				
Omø	/m/06297y				
Kiambe	/m/05zq33m				
Bermeja	/m/05h4nv5				
Mocha	/m/061nns				
Middle Sister Island	/m/05pc5bf				Lake Erie
Zagai Island, Torres Strait	/m/0dg3mc			Torres Strait Islands	Pacific Ocean,Torres Strait
Erskine Island	/m/0dgnfvl				
Anchor Cay, Torres Strait	/m/0dk3nr			Torres Strait Islands	Pacific Ocean,Torres Strait
Allison Island	/m/0bs48fn				
Yeoseodo	/m/0cty9v				
Turtle Head Island, Queensland	/m/0dd7rs			Torres Strait Islands	Pacific Ocean,Torres Strait
Russell Island, Nth Queensland	/m/0d5vjq				
Nell Island	/m/0cywlk			Kwajalein	
Ann Island	/m/0dgrtxj				
Kardiotissa	/m/0d1xv0			Cyclades	
Ankoko Island	/m/0bx1j_				
Holm of Papa	/m/0dm6gn			British Isles,Orkney Islands	
Mouinndo Islet, Queensland	/m/0ddrq1			Torres Strait Islands	Torres Strait,Pacific Ocean
Gioura	/m/0ctgzq				Aegean Sea
Figure 8 Island	/m/0c_tyh				
Sinjido	/m/0cvjdw				
Villingilivau	/m/07p_s5				
Barry Island	/m/0810h9			Debenham Islands	
Maltese Islands	/m/07vr7g				
Madivaruhuraa	/m/07pxqr				
Kudahithi	/m/07p_9z				
Premuda	/m/08c3g7				
Maclear Island, Queensland	/m/0db67j				
Bokissa	/m/0c633p			Vanuatu	
Petalas	/m/0d49vn			Ionian Islands	
Sapientza	/m/0ctg2s				
Great Guana Cay	/m/0cxnwz				
Loaf Island	/m/0bx2t4			Aleutian Islands,Near Islands	
Barratt Island	/m/0dgnsd0				
Tiga Island	/m/0c7794			Loyalty Islands	Pacific Ocean
Andresen Island	/m/0dgs5h_				
Boffa Island	/m/08m5gs			Windmill Islands	
Inaccessible Island	/m/084np2				
Spirkin Oseredok Island	/m/04cy41n				Caspian Sea
Dunk Island, Queensland	/m/04d4v5				
Nordovyy	/m/04lf8bg				Caspian Sea
Kunoy	/m/04s2dp			Faroe Islands	Atlantic Ocean
Värmdön	/m/03gy_n				
Île Notre-Dame	/m/04hx2h				
Long Island	/m/03h0x8g				
Unalaska Island	/m/03sm7b			Fox Islands,Aleutian Islands	
Big Green Island	/m/04jdvp0				
Two Hummock Island	/m/03y8kd1			Palmer Archipelago	
Nansen Island	/m/02vs1b0			Franz Josef Land	
Alexandra Land	/m/02rpjx1			Franz Josef Land	
Showa Iwo Jima	/m/03cg2ty				Pacific Ocean
Papa Stour	/m/02ftdw			Shetland Islands,British Isles	
Eagle Island	/m/02805zr				
Sillem Island	/m/02vyg__			Canadian Arctic Archipelago	Baffin Bay
West Point Island	/m/037g3s			Falkland Islands	Atlantic Ocean
Brava, Costa Rica	/m/02w_ng0				
Ingoy	/m/02615tc				
Walpole Island	/m/026b1yx				
Tokinivae	/m/02r_h01				
Flodaigh Mòr	/m/03hh20n			Outer Hebrides	
Ratonneau	/m/026_8wm				
Komsomolets Island	/m/02lcwf			Severnaya Zemlya	
Inchlonaig	/m/02xbjw8				Loch Lomond
Gurskøy	/m/02rslz8				
Isole di Brissago	/m/02qj3k8				Lake Maggiore
Sacalin Island	/m/0265311				Black Sea
South Aulatsivik Island	/m/02z4w4k				
Caye Chapel	/m/02rml3_				
Vessölandet	/m/03c4css				
Hutchinson Island	/m/03cdkn2				
Munsö	/m/02x8ntc				
Otava	/m/02z4wfh				
Castle Island, Scotland	/m/02z0l_l				
Coloane	/m/01_gz_				South China Sea
St. Michael's Isle	/m/01_bpr				
Stewart Island/Rakiura	/m/01xgsc				Pacific Ocean
Griffith Island	/m/08m68g			Windmill Islands	
Agattu	/m/07s_6k			Near Islands,Aleutian Islands	
Nonsuch Island, Bermuda	/m/08_khw				
Ndai	/m/05z_q8j				
Great Duck Island	/m/06g8n_			Isles of Shoals	Gulf of Maine
Guanaja	/m/05c_v1				
Inishbofin, Galway	/m/0668zs				
Bell Island	/m/05gtsv				
Flattop Island	/m/05202rn			Canadian Arctic Archipelago	
Havelock Island	/m/059kwj			Ritchie's Archipelago,Andaman Islands	Indian Ocean
Lady Douglas Island	/m/05mtv2g				Pacific Ocean
Nakōdo-jima	/m/063t8zb			Ogasawara Islands	
Koukonesi	/m/06141q				
Rangiroa	/m/05dg4j			Tuamotu-Gambier Islands,Tuamotus	Pacific Ocean
Fatutaka	/m/05f0b4			Solomon Islands	
Resolution Island	/m/056m3y			Canadian Arctic Archipelago	
Salisbury Island	/m/056ly_				
Cudjoe Key	/m/01zyn7g			Florida Keys	
Croatoan Island	/m/021x_p				
Princes' Islands	/m/01h3ph				
Fanø	/m/012nx0				
Inishtrahull Island	/m/08mwkc				
Rowett Island	/m/081m6j			South Shetland Islands	
Kadavu Group	/m/08_k3f				
Ambae	/m/08hwr4			Vanuatu	Pacific Ocean
Vakarufalhi	/m/07pwxf				
Lindeman Island	/m/08jhxl				
White Island	/m/08377z				
Dikson	/m/01sdj2				Kara Sea
Rotamah Island	/m/026k98n				Gippsland Lakes
Helgeandsholmen	/m/01vrp1				
Chuuk	/m/01hk4g				Pacific Ocean
Læsø	/m/012jw_				
Burhou	/m/019wk9				
Santa Barbara Island	/m/025rtt			Channel Islands of California	
Mpalila Island	/m/025_2wg				
Elephantine	/m/01x_k1				
Manitoulin Island	/m/0153zf				Lake Huron,Great Lakes
Sestrunj	/m/0h615m				
Darwin Island	/m/0g5pxss				
Gilligan's island	/m/0h_18pk				Senecaville Lake
Nantucket	/m/0gv10				Atlantic Ocean
Miles Island	/m/0h_0gpn				Madge Lake
Hooker Island	/m/0gxrqr				
Inglis Island	/m/0hyplg_			Andaman Islands,Ritchie's Archipelago	
Tagadak Island	/m/0hz06hv			Andreanof Islands,Aleutian Islands	
Seagull Island	/m/0hzggks			Houtman Abrolhos	Indian Ocean
Île Sud-Est	/m/0hzhmb6			Chagos Archipelago	Indian Ocean
Taam	/m/0hyqpbg			Maluku Islands,Kai Islands	
Île Du Sud	/m/0hzhm65			Chagos Archipelago	Indian Ocean
Magnuson's Island	/m/0hzxshn				Lake of the Woods
Seminole Island	/m/0hzxcd1				Indian Lake
Kukuipalaoa	/m/0hyn76l			Hawaiian Islands	
Saint Vital Island	/m/0hzzwd5				Lake Michigan
Honeymoon	/m/0hzy82v				Chilka Lake
Grania's Island	/m/0hzxjbv				Lough Eske
Isola del Garda	/m/0hzxhws				Lake Garda
Eight Island	/m/0hzggg9			Houtman Abrolhos	Indian Ocean
Uncle Margie Island	/m/0hzggm5			Houtman Abrolhos	Indian Ocean
Loon Island	/m/0hzy2j5				Newfound Lake
Rum Island	/m/0hyq1cd			San Juan Islands	
Fortress Island	/m/0hyq11g			San Juan Islands	
Aruba Island	/m/0hz0qkn	33.0		Antilles,Lesser Antilles	Caribbean Sea
Dixson Island	/m/0dsd9fw				
Kroshka Island	/m/0drwrd0				
Laktionov Island	/m/0fq0gs5				
Trumpeter Islets, Tasmania	/m/0ft3zz				
Brewster Island	/m/0dryb1f				
Diamonen Island	/m/0drx1d5				
Compass Island	/m/0dsbp93				
Lion Island, New South Wales	/m/0dtq19			New South Wales	Broken Bay
Mali Kyun	/m/03bydz1				Andaman Sea,Indian Ocean
Manitou Islands	/m/02qzj59				
Halmahera	/m/02pklw			Maluku Islands	
Coron Island	/m/02qzsh				
Blaiklock Island	/m/02p_0zv				
Pabbay, Barra, Scotland	/m/02nsf8			Outer Hebrides,British Isles	
Tanahbesar	/m/02rqq_k				
Mohawk Island	/m/02x8kqn				Lake Erie
Isle of Stenness	/m/02z0l64				
Valdes Island	/m/027yhh0			Gulf Islands,Southern gulf islands	Pacific Ocean,Strait of Georgia
Al-Hallaniyah	/m/02rr4l3				
Giants Tomb Island	/m/03ch376				
Sumba	/m/02rqsx1				Congo River
Eori	/m/02rv_p7				Pacific Ocean
Meang	/m/02r_gwy				
Ilha dos Marinheiros	/m/03g_bn2				
Ninoshima	/m/02x5v_v				
Wedge Island	/m/03ccyh1				
Morzhovets Island	/m/03c0lyc				
Killegray	/m/02r4f9b			British Isles,Outer Hebrides	
Ostrów Grabowski	/m/03d85yz				
Bishop and Clerk Islets	/m/02vyvgy				Pacific Ocean
Funaota	/m/02r_h2t				
Long Cay	/m/03c7vq6				
Mehetia	/m/02pyjhn			Society Islands,Windward Islands	Pacific Ocean
French Island	/m/0114k9				Great Lakes
Kiger Island	/m/025vgl_				
El Hierro	/m/01s8rz			Canary Islands	Atlantic Ocean
Leyte Island	/m/01bngk			Bohol Island,Sibuyan Island	
İmralı	/m/01x6vp				
Faror island	/m/09gfqh4				Persian Gulf
Crab Cay	/m/0b6kmw0				
Captina Island	/m/09k2z7				
Middle Island	/m/09l5d_				
Namena Lala	/m/091fg7			Vanua Levu Group	Pacific Ocean
Restinga Island	/m/0b77hby				
Šipan	/m/09fxws			Elaphiti Islands	Adriatic Sea
Thistle Island	/m/0hzybx8				Candlewood Lake
St. Helena Island	/m/0hzzwc9				Lake Michigan
Pulehua Island	/m/0hyn36g			Hawaiian Islands	
Shur-tappeh Island	/m/0h_6nyw				Lake Urmia
Batu Pipit Island	/m/0hzzgjn				Kenyir Lake
Bluff Island	/m/0hzzg19				Lake Joseph
Three Islands	/m/0hzy4c2				Winnisquam Lake
Chissioua Mbougo	/m/0hzhpk2			Comoros	Indian Ocean
Alphonse Island Seychelles	/m/0g8hnf			Seychelles Archipelago	
Ibiza	/m/0h2c3			Balearic Islands,Pine Islands	
Megalo Glaronisi	/m/0hypkdy			Dodecanese	
Cabrera, Balearic Islands	/m/0hw3q			Balearic Islands	
Pooley Island	/m/0g9xm53				Pacific Ocean
Koh Pai	/m/0hzgczd			Phi Phi Islands	Indian Ocean
Antitilos	/m/0hypjxb			Dodecanese	
Square Rock	/m/0hn3g1h			Isles of Shoals	Gulf of Maine
Yumeshima	/m/0hzcv9c				Pacific Ocean
Slipper Island	/m/0hzct3r				Andaman Sea
Nagina Wadi	/m/0hzrkxl				Kankaria
Black Cat Island	/m/0hzx1pk				Lake Winnipesaukee
Grande Île Bois Mangue	/m/0hzhm87			Chagos Archipelago	Indian Ocean
Adelsö	/m/0143tg				
Baker Island	/m/0161w			Phoenix Islands	Pacific Ocean
Kornati	/m/01_lqh				
Belle Isle	/m/015sr4				Great Lakes
Gaadhiffushi	/m/07px7x				
Peterson Island	/m/08lpr8			Windmill Islands	
Ono Island	/m/0bb53l				
Rusinga Island	/m/09b1m2				
Norman's Cay	/m/093zmm				
Coon Bone Island	/m/09kcvd				
Mason's Island	/m/09xtlf				
Dadan Island	/m/0bmdj32				
Vatulele	/m/092xqy			Viti Levu Group	Pacific Ocean
Keraudren Island	/m/03bxpp5				
Green Island (Fortune), Newfoundland	/m/0262xn8				
Cockatoo Island, New South Wales	/m/02tfr3				
Peel Island, Cumbria	/m/02rgyp9				Coniston Water
Canigao Island	/m/025x5w0				
Kuroshima, Taketomi, Okinawa	/m/03c42jm			Ryukyu Islands	
Terre-de-Haut Island	/m/03cgt42			Lesser Antilles,Îles des Saintes,Leeward Islands,Antilles	
Bustins Island, Maine	/m/02wx0sr				Casco Bay
Fungu Yasini Island	/m/02rn35z				
Unst	/m/02fcdq			British Isles,Shetland Islands	
Wielka Żuława	/m/02x24tq				
Coll	/m/02f5rr			British Isles,Inner Hebrides	
Lock Island	/m/03cn09z				
Berhala island	/m/03bzjyg				
Eddystone	/m/02dvx0				
Longos (Paxoi), Greece	/m/025_zv1				
Lågøya	/m/02vmhwm			Svalbard Archipelago	
Joe Island	/m/026r6dd				
Bixter	/m/02616r8				
Elephant Island	/m/02q43j			South Shetland Islands	
Akun Island	/m/025vvpp			Aleutian Islands,Fox Islands	
Bulan Island	/m/03bzhsv				
Sisia	/m/027qx4r				
Town Island	/m/025yb5c				
Langkawi	/m/026m5r				Indian Ocean
Vele Srakane	/m/025vfft				
Poros	/m/01qxbv				
Sääminginsalo	/m/0b_4t5				
Kilwa Island	/m/09g646k				
Gau Island	/m/090zyc				Pacific Ocean
Yagishiri Island	/m/09qzxh				Sea of Japan,Pacific Ocean
Lady's Island	/m/09gb3hs				
Tabon Island	/m/09rx88l				
Eilean Mhic Chrion	/m/09gnd9y			British Isles,Inner Hebrides	
Ynys Gaint	/m/0b8pfv				
Mississagi Island	/m/0b6fjk8				
Bohol Island	/m/0g9md9			Sibuyan Island	
Pulau Bayas	/m/0h_k3cz				Kenyir Lake
Tunnel Island	/m/0h_19mq				San Luis Reservoir
Adams Key	/m/0gzy_x			Florida Keys	
St. George Island	/m/0h716c				
Popof Island	/m/0g_fgy				
Ndere Island	/m/0g2phm				
Takhtan Island	/m/0h_6nzq				Lake Urmia
Eilean Deargannan	/m/04mzkm7				
Ōshima, Ehime	/m/0408mny				
Aziak Island	/m/04n5jvv			Aleutian Islands,Andreanof Islands	
